WKT,SA22022_V1_00,SA22022_V1_00_NAME,SA22022_V1_00_NAME_ASCII,LAND_AREA_SQ_KM,AREA_SQ_KM,EASTING,NORTHING,LATITUDE,LONGITUDE,Shape_X,Shape_Y
"POINT (2671978.49076134 6468985.41732232)",151200,Harania South,Harania South,0.77646173,0.77646173,1761569.01815,5907297.1775,-36.9665678210547,174.814991355588,2671978.49076134,6468985.41732232
"POINT (2680532.1025521 6475664.7644362)",151300,Highland Park (Auckland),Highland Park (Auckland),1.37569983,1.37569983,1770109.11355,5913993.2822,-36.9047342762217,174.909373437328,2680532.1025521,6475664.7644362
"POINT (2674244.15721633 6470535.79534971)",151400,Ōtāhuhu South West,Otahuhu South West,1.24204128,1.24204128,1763831.537,5908851.9477,-36.9521684361943,174.8400583984,2674244.15721633,6470535.79534971
"POINT (2678483.2893317 6474031.42383429)",151500,Pakuranga Heights South West,Pakuranga Heights South West,0.9734271,0.9734271,1768063.60835,5912355.8757,-36.919853466866,174.886788692786,2678483.2893317,6474031.42383429
"POINT (2671469.77481227 6468250.31035621)",151600,Māngere Mascot,Mangere Mascot,0.78456969,0.78456969,1761061.7679,5906561.10975,-36.9732867220573,174.80945275499,2671469.77481227,6468250.31035621
"POINT (2701435.71711232 6485295.95193039)",151700,Waiheke East,Waiheke East,87.58322806,87.58322806,1790993.5167,5923667.45555,-36.8135886577103,175.14121392231,2701435.71711232,6485295.95193039
"POINT (2672827.51065414 6469154.35321752)",151800,Massey Road West,Massey Road West,0.69351975,0.69351975,1762417.66765,5907467.7746,-36.9648846708711,174.824483613326,2672827.51065414,6469154.35321752
"POINT (2675138.09562625 6471069.23367686)",151900,Ōtāhuhu South,Otahuhu South,0.81747891,0.81747891,1764724.3896,5909387.13195,-36.9471907536674,174.849964998001,2675138.09562625,6471069.23367686
"POINT (2681820.31988608 6476247.38040804)",152000,Howick Central,Howick Central,0.85680167,0.85680167,1771396.1382,5914578.47915,-36.8992289507597,174.923679747942,2681820.31988608,6476247.38040804
"POINT (2673552.54408544 6469237.08162157)",152100,Massey Road North,Massey Road North,0.85957714,0.85957714,1763142.5081,5907551.926,-36.9640011054984,174.832603992466,2673552.54408544,6469237.08162157
"POINT (2680945.44342231 6475121.44738072)",152200,Botany Downs West,Botany Downs West,0.81326368,0.81326368,1770523.5345,5913450.8042,-36.9095469113641,174.914144851849,2680945.44342231,6475121.44738072
"POINT (2678468.96341819 6471991.70359786)",152300,East Tamaki,East Tamaki,7.77683933,7.77683933,1768053.33975,5910316.17805,-36.9382322316407,174.887126559717,2678468.96341819,6471991.70359786
"POINT (2682413.92916034 6476050.25989714)",152400,Howick East,Howick East,1.10933547,1.10933547,1771990.1349,5914382.55565,-36.9008860063191,174.930387566903,2682413.92916034,6476050.25989714
"POINT (2679425.72292428 6473719.18946862)",152500,Burswood,Burswood,0.52549253,0.52549253,1769006.64575,5912045.5303,-36.9224809494117,174.897439869308,2679425.72292428,6473719.18946862
"POINT (2672613.72016989 6468385.26152333)",152600,Massey Road South,Massey Road South,0.32471635,0.32471635,1762205.39565,5906698.2991,-36.9718541839031,174.822265503381,2672613.72016989,6468385.26152333
"POINT (2674492.48904034 6469611.77354195)",152700,Middlemore,Middlemore,0.72022545,0.72022545,1764081.68015,5907928.4538,-36.9604453914766,174.843067102304,2674492.48904034,6469611.77354195
"POINT (2672112.29903968 6466975.71538667)",152800,Māngere South East,Mangere South East,4.32709834,4.32709834,1761706.75465,5905287.8376,-36.9846481610514,174.816968403469,2672112.29903968,6466975.71538667
"POINT (2681624.06954968 6475051.84068561)",152900,Botany Downs East,Botany Downs East,0.67735108,0.67735108,1771202.2886,5913382.5602,-36.9100387720514,174.921775479918,2681624.06954968,6475051.84068561
"POINT (2675454.49253737 6469679.03361224)",153000,Grange,Grange,1.43328856,1.43328856,1765043.51855,5907997.6084,-36.9596541656134,174.853850828736,2675454.49253737,6469679.03361224
"POINT (2680351.96085386 6473814.03436216)",153100,Golflands,Golflands,1.40725614,1.40725614,1769932.67605,5912142.2241,-36.921443286763,174.907809486857,2680351.96085386,6473814.03436216
"POINT (2673003.25481659 6468184.2291482)",153200,Aorere North,Aorere North,0.33000406,0.33000406,1762595.30765,5906498.04075,-36.973591185797,174.826687006089,2673003.25481659,6468184.2291482
"POINT (2673847.18571213 6468607.59730248)",153300,Māngere East,Mangere East,0.86864592,0.86864592,1763438.3745,5906923.04825,-36.9696158595755,174.836062068731,2673847.18571213,6468607.59730248
"POINT (2683572.15843822 6476148.28570444)",153400,Cockle Bay,Cockle Bay,1.72832418,1.72832418,1773148.15555,5914482.9129,-36.89977000179,174.943355282491,2683572.15843822,6476148.28570444
"POINT (2676530.58380334 6470270.49835573)",153500,Ōtara West,Otara West,1.55487013,1.55487013,1766118.41195,5908591.17845,-36.9541171937594,174.865788246496,2676530.58380334,6470270.49835573
"POINT (2673320.16934762 6467821.88587558)",153600,Aorere Central,Aorere Central,0.61987521,0.61987521,1762912.9191,5906136.3354,-36.976795154208,174.830331646003,2673320.16934762,6467821.88587558
"POINT (2681669.42945234 6474250.3426238)",153700,Northpark North,Northpark North,0.86121603,0.86121603,1771249.2514,5912581.1626,-36.9172504152453,174.922483641795,2681669.42945234,6474250.3426238
"POINT (2682702.23378391 6474772.17062444)",153800,Somerville,Somerville,1.55606601,1.55606601,1772280.99955,5913105.0565,-36.9123424604405,174.93394108619,2682702.23378391,6474772.17062444
"POINT (2681114.63953668 6473658.48186747)",153900,Northpark South,Northpark South,0.70799682,0.70799682,1770695.65165,5911988.19885,-36.9226931182765,174.916405697563,2681114.63953668,6473658.48186747
"POINT (2675027.99449058 6468436.42446226)",154000,Papatoetoe North,Papatoetoe North,0.99326689,0.99326689,1764619.47765,5906754.20365,-36.9709312175137,174.849361099056,2675027.99449058,6468436.42446226
"POINT (2676134.06849096 6469116.21134108)",154100,Dingwall,Dingwall,0.82676855,0.82676855,1765724.1823,5907436.14495,-36.9645932006645,174.861615914328,2676134.06849096,6469116.21134108
"POINT (2673952.58222713 6467296.67757864)",154200,Aorere South,Aorere South,1.2398627,1.2398627,1763546.336,5905612.3889,-36.9814059049907,174.83755832941,2673952.58222713,6467296.67757864
"POINT (2683826.78420943 6475194.83406859)",154300,Shelly Park,Shelly Park,1.23160323,1.23160323,1773404.6946,5913529.9767,-36.9083082261426,174.946451229904,2683826.78420943,6475194.83406859
"POINT (2677504.75407916 6470046.12444573)",154400,Ōtara Central,Otara Central,1.52091766,1.52091766,1767093.00095,5908368.73665,-36.9559488525925,174.876778383138,2677504.75407916,6470046.12444573
"POINT (2680248.71358465 6472437.22041355)",154500,Huntington Park,Huntington Park,0.43595085,0.43595085,1769832.17285,5910765.2269,-36.9338675037041,174.906990817096,2680248.71358465,6472437.22041355
"POINT (2680722.55035641 6472726.34137371)",154600,Botany Central,Botany Central,0.46963489,0.46963489,1770305.4263,5911055.2881,-36.9311687729515,174.912236833068,2680722.55035641,6472726.34137371
"POINT (2681974.25567438 6473380.74662587)",154700,Botany North,Botany North,0.92492593,0.92492593,1771555.81035,5911712.1853,-36.9250236808699,174.926120353421,2681974.25567438,6473380.74662587
"POINT (2674752.10269284 6467426.6979946)",154800,Papatoetoe West,Papatoetoe West,1.224303,1.224303,1764345.5745,5905743.97185,-36.980081059427,174.84650544712,2674752.10269284,6467426.6979946
"POINT (2675789.00747986 6468011.12666253)",154900,Papatoetoe Central,Papatoetoe Central,1.45778454,1.45778454,1765381.3023,5906330.4163,-36.9746158268224,174.858008315944,2675789.00747986,6468011.12666253
"POINT (2688469.80809946 6477940.12703874)",155000,Sunkist Bay,Sunkist Bay,1.52794504,1.52794504,1778042.1985,5916284.6686,-36.8826268471688,174.997831178725,2688469.80809946,6477940.12703874
"POINT (2678350.5844055 6470139.48053647)",155100,Ōtara East,Otara East,0.86784542,0.86784542,1767938.62975,5908463.7631,-36.9549422322829,174.886250642954,2678350.5844055,6470139.48053647
"POINT (2680073.17366285 6471412.17319678)",155200,Redcastle,Redcastle,0.55553127,0.55553127,1769658.67155,5909739.8466,-36.9431369532952,174.905273663477,2680073.17366285,6471412.17319678
"POINT (2681642.92010087 6472589.33881458)",155300,Botany East,Botany East,0.78145049,0.78145049,1771226.05585,5910920.123,-36.9322196927172,174.922599237293,2681642.92010087,6472589.33881458
"POINT (2680874.35338594 6471900.18639737)",155400,Botany South,Botany South,0.74954689,0.74954689,1770458.86975,5910229.4465,-36.9385814351072,174.914144993259,2680874.35338594,6471900.18639737
"POINT (2674572.57159423 6465079.67999745)",155500,Manukau Central,Manukau Central,11.41342406,11.41342406,1764170.63145,5903396.6851,-37.0012600978405,174.845051729926,2674572.57159423,6465079.67999745
"POINT (2677176.58931043 6468229.75414511)",155600,Papatoetoe East,Papatoetoe East,1.06859287,1.06859287,1766768.4202,5906551.7662,-36.9723766801163,174.873535712238,2677176.58931043,6468229.75414511
"POINT (2677534.98491844 6468477.71413486)",155700,Ōtara South,Otara South,0.80187121,0.80187121,1767126.3209,5906800.42555,-36.9700728475466,174.877499488049,2677534.98491844,6468477.71413486
"POINT (2677991.47993987 6468901.3497973)",155800,Ferguson,Ferguson,0.98687785,0.98687785,1767581.9735,5907224.9509,-36.9661670027699,174.882521566206,2677991.47993987,6468901.3497973
"POINT (2674757.06041493 6466386.08268038)",155900,Papatoetoe South West,Papatoetoe South West,0.82859611,0.82859611,1764352.56705,5904703.4033,-36.9894551086939,174.846810657936,2674757.06041493,6466386.08268038
"POINT (2679243.75986147 6469599.60912719)",156000,Botany Junction,Botany Junction,2.47925104,2.47925104,1768832.8569,5907925.66865,-36.9596302804197,174.896409672648,2679243.75986147,6469599.60912719
"POINT (2680684.15364781 6471098.28489386)",156100,Dannemora North,Dannemora North,0.54823097,0.54823097,1770270.26415,5909427.17665,-36.9458435822144,174.91220882592,2680684.15364781,6471098.28489386
"POINT (2676606.17432383 6467674.27461783)",156200,Papatoetoe South,Papatoetoe South,0.79592747,0.79592747,1766199.10865,5905995.17995,-36.9774920764717,174.867265510668,2676606.17432383,6467674.27461783
"POINT (2681607.83062391 6471527.97660256)",156300,East Tamaki Heights,East Tamaki Heights,1.23204159,1.23204159,1771193.0771,5909858.7003,-36.9417885075095,174.92246940576,2681607.83062391,6471527.97660256
"POINT (2688902.93981634 6476387.49224797)",156400,Te Puru,Te Puru,7.29555256,7.39502696,1778478.4816,5914732.8811,-36.8965246274135,175.003089414747,2688902.93981634,6476387.49224797
"POINT (2676155.14883893 6467012.09479771)",156500,Puhinui North,Puhinui North,0.70361435,0.70361435,1765749.3918,5905332.1337,-36.9835452623027,174.862360961133,2676155.14883893,6467012.09479771
"POINT (2680445.87152055 6470408.20149917)",156600,Dannemora South,Dannemora South,0.63838855,0.63838855,1770033.3523,5908736.62895,-36.95210786625,174.909704903264,2680445.87152055,6470408.20149917
"POINT (2675836.57275518 6466407.42938756)",156700,Puhinui South,Puhinui South,0.5261099,0.5261099,1765432.00665,5904726.86195,-36.9890544576495,174.85892926055,2675836.57275518,6466407.42938756
"POINT (2678511.73608885 6468440.03335692)",156800,Rongomai West,Rongomai West,0.48507203,0.48507203,1768103.1286,5906764.6697,-36.9702209891878,174.88847551485,2678511.73608885,6468440.03335692
"POINT (2681143.9077584 6470167.24639493)",156900,Baverstock,Baverstock,1.09060352,1.09060352,1770731.85645,5908497.06045,-36.9541398446204,174.917600192675,2681143.9077584,6470167.24639493
"POINT (2677289.27072518 6467207.72281206)",157000,Puhinui East,Puhinui East,0.60379965,0.60379965,1766883.10475,5905529.9817,-36.9815622408573,174.875049421726,2677289.27072518,6467207.72281206
"POINT (2687403.74985422 6470311.99392023)",157100,Turanga,Turanga,84.96536718,84.96536718,1776991.43655,5908654.2452,-36.9515678593943,174.98783097915,2687403.74985422,6470311.99392023
"POINT (2679025.53688584 6468144.086191)",157200,Rongomai East,Rongomai East,0.58119554,0.58119554,1768617.50415,5906469.7401,-36.9727861312799,174.894317029054,2679025.53688584,6468144.086191
"POINT (2680716.55775398 6469068.8342476)",157300,Ormiston North,Ormiston North,2.30150963,2.30150963,1770306.6814,5907397.8126,-36.9641204740428,174.91307502338,2680716.55775398,6469068.8342476
"POINT (2692033.35873684 6477290.08222289)",157400,Maraetai,Maraetai,6.87636613,6.87636613,1781607.1478,5915641.84025,-36.8877388937824,175.037965074912,2692033.35873684,6477290.08222289
"POINT (2679724.2767652 6468230.10234767)",157500,Chapel Downs,Chapel Downs,0.76011648,0.76011648,1769316.06605,5906557.1317,-36.9718733238335,174.902141428668,2679724.2767652,6468230.10234767
"POINT (2676102.12882984 6464265.70474204)",157600,Wiri West,Wiri West,8.03003249,8.03003249,1765701.7321,5902585.7141,-37.0082979742726,174.86242925023,2676102.12882984,6464265.70474204
"POINT (2678902.25664615 6467394.46541492)",157700,Clover Park North,Clover Park North,0.9244524,0.9244524,1768495.6981,5905719.88925,-36.9795637590126,174.893116687061,2678902.25664615,6467394.46541492
"POINT (2682319.01971787 6469691.37575969)",157800,Mission Heights North,Mission Heights North,1.07264045,1.07264045,1771907.9007,5908023.52175,-36.9581921279181,174.93091005619,2682319.01971787,6469691.37575969
"POINT (2678620.98578425 6466726.97589007)",157900,Clover Park South,Clover Park South,1.18316227,1.18316227,1768215.7397,5905051.8585,-36.9856325157411,174.890121731128,2678620.98578425,6466726.97589007
"POINT (2680219.31184211 6467595.44697266)",158000,Donegal Park,Donegal Park,0.90769669,0.90769669,1769812.34235,5905923.45925,-36.9774929315705,174.907856475728,2680219.31184211,6467595.44697266
"POINT (2681090.09017315 6467747.62231784)",158100,Ormiston South,Ormiston South,1.70346678,1.70346678,1770682.81285,5906077.34855,-36.9759489433435,174.917596516779,2681090.09017315,6467747.62231784
"POINT (2682414.79266962 6468928.85718273)",158200,Mission Heights South,Mission Heights South,0.86989477,0.86989477,1772005.18015,5907261.1943,-36.9650424322793,174.932175757045,2682414.79266962,6468928.85718273
"POINT (2680134.04592667 6466626.89822128)",158300,Hilltop (Auckland),Hilltop (Auckland),1.14347815,1.14347815,1769728.9784,5904954.7526,-36.9862354915629,174.907138243776,2680134.04592667,6466626.89822128
"POINT (2678300.74654828 6465001.74004931)",158400,Wiri East,Wiri East,1.368479,1.368479,1767898.87725,5903326.02405,-37.0012381138929,174.886947367333,2678300.74654828,6465001.74004931
"POINT (2679241.55047647 6465760.48546563)",158500,Goodwood Heights,Goodwood Heights,1.2815726,1.2815726,1768838.18905,5904086.59925,-36.9942174638359,174.897328342396,2679241.55047647,6465760.48546563
"POINT (2682275.44056697 6467045.95144816)",158600,Ormiston East,Ormiston East,4.42041883,4.42041883,1771869.5373,5905378.01455,-36.9820334155433,174.931081594303,2682275.44056697,6467045.95144816
"POINT (2675850.87234123 6462477.88642101)",158700,Clendon Park North,Clendon Park North,0.74920256,0.74920256,1765453.95065,5900797.45065,-37.0244532523014,174.860038396897,2675850.87234123,6462477.88642101
"POINT (2676565.43804745 6462802.46061892)",158800,Burbank,Burbank,0.64850809,0.64850809,1766167.87315,5901123.4039,-37.0213904933399,174.867988534645,2676565.43804745,6462802.46061892
"POINT (2683460.66671917 6466772.15187861)",158900,Tuscany Heights,Tuscany Heights,6.62321739,6.62321739,1773055.3036,5905106.5474,-36.9842617056806,174.944459864322,2683460.66671917,6466772.15187861
"POINT (2679483.1214572 6464931.60712155)",159000,Totara Heights,Totara Heights,0.85443089,0.85443089,1769081.3774,5903258.20275,-37.0016371652359,174.900245591172,2679483.1214572,6464931.60712155
"POINT (2678139.31618396 6463663.537504)",159100,Homai East,Homai East,0.71246803,0.71246803,1767740.05545,5901987.5258,-37.0133257063068,174.885461237099,2678139.31618396,6463663.537504
"POINT (2677460.76077743 6463060.84961629)",159200,Homai West,Homai West,0.91084507,0.91084507,1767062.67985,5901383.5271,-37.0188881623247,174.877984964629,2677460.76077743,6463060.84961629
"POINT (2680621.73061232 6464913.91228705)",159300,The Gardens (Auckland),The Gardens (Auckland),4.08984222,4.08984222,1770220.0106,5903242.73475,-37.0015709962766,174.91303930934,2680621.73061232,6464913.91228705
"POINT (2662036.69794364 6450119.914652)",159400,Clarks Beach,Clarks Beach,2.67353718,2.67353718,1751663.9139,5888413.8422,-37.1383617170023,174.707577274095,2662036.69794364,6450119.914652
"POINT (2675763.35364934 6461602.82498928)",159500,Clendon Park West,Clendon Park West,0.59408604,0.59408604,1765368.1262,5899922.24025,-37.0323536896989,174.85926627005,2675763.35364934,6461602.82498928
"POINT (2679252.79256409 6463937.37703748)",159600,Hillpark North,Hillpark North,0.65970782,0.65970782,1768852.9885,5902263.5318,-37.0106396746631,174.897902941713,2679252.79256409,6463937.37703748
"POINT (2676286.02347778 6461597.54505367)",159700,Clendon Park East,Clendon Park East,0.46283706,0.46283706,1765890.79585,5899917.97165,-37.0322999377153,174.865140858345,2676286.02347778,6461597.54505367
"POINT (2667091.44898211 6450461.8146973)",159800,Karaka Creek,Karaka Creek,34.77918829,34.77918829,1756717.7057,5888765.1554,-37.1343631910238,174.764379970506,2667091.44898211,6450461.8146973
"POINT (2676919.4854811 6461999.54461593)",159900,Rowandale West,Rowandale West,0.68739207,0.68739207,1766523.46955,5900321.19005,-37.0285551117333,174.872161475554,2676919.4854811,6461999.54461593
"POINT (2677702.95168506 6462344.82212041)",160000,Rowandale East,Rowandale East,0.83109933,0.83109933,1767306.256,5900667.98105,-37.0252915390669,174.880880682158,2677702.95168506,6462344.82212041
"POINT (2678659.20401515 6462787.36031819)",160100,Manurewa Central,Manurewa Central,1.08109359,1.08109359,1768261.6401,5901112.37065,-37.0211171263873,174.891516635422,2678659.20401515,6462787.36031819
"POINT (2676283.86445346 6460811.37795733)",160200,Weymouth North,Weymouth North,1.01885094,1.01885094,1765890.15455,5899131.81625,-37.0393829856509,174.865306949713,2676283.86445346,6460811.37795733
"POINT (2679461.43447478 6463210.74366016)",160300,Hillpark South,Hillpark South,1.0814648,1.0814648,1769063.0427,5901537.31065,-37.0171447455957,174.900425734198,2679461.43447478,6463210.74366016
"POINT (2681386.49441897 6463827.83627496)",160400,Alfriston,Alfriston,1.95148067,1.95148067,1770986.89075,5902158.15405,-37.0112031475579,174.921899654104,2681386.49441897,6463827.83627496
"POINT (2677382.59782892 6461013.80016779)",160500,Weymouth East,Weymouth East,0.98790519,0.98790519,1766988.48065,5899336.35805,-37.0373453978388,174.877605370414,2677382.59782892,6461013.80016779
"POINT (2678260.86785354 6461566.25365875)",160600,Leabank,Leabank,1.48973276,1.48973276,1767865.6735,5899890.50415,-37.032196370681,174.887339997092,2678260.86785354,6461566.25365875
"POINT (2676060.61873126 6459990.23622085)",160700,Weymouth South,Weymouth South,1.05806109,1.05806109,1765668.4947,5898310.26015,-37.0468240175908,174.862996680475,2676060.61873126,6459990.23622085
"POINT (2679945.88570021 6462235.11525212)",160800,Manurewa East,Manurewa East,0.82830361,0.82830361,1769549.3844,5900562.6294,-37.0258383780995,174.906109355615,2679945.88570021,6462235.11525212
"POINT (2679363.63491474 6461627.57342875)",160900,Manurewa South,Manurewa South,1.21702515,1.21702515,1768968.3149,5899953.96045,-37.0314268657206,174.899716738986,2679363.63491474,6461627.57342875
"POINT (2681044.72679035 6462655.51415304)",161000,Randwick Park East,Randwick Park East,0.74726124,0.74726124,1770647.40515,5900985.1641,-37.0218327327026,174.918351499356,2681044.72679035,6462655.51415304
